GENES,Patient 2177,Patient 2280,Patient 2556,Patient 2766,Patient 3196,Patient 3477
ENSG00000205571,Present,Present,None,Present,Present,None
ENSG00000205581,Present,Present,Present,Present,Present,Present
ENSG00000205593,Present,Present,Present,Present,Present,Present
ENSG00000205595,Present,Present,Present,Present,Present,Present
ENSG00000205609,Present,Present,Present,Present,Present,Present
ENSG00000205629,None,None,None,None,None,None
ENSG00000205636,None,None,None,None,None,None
ENSG00000205639,None,None,None,Present,None,None
ENSG00000205642,Present,Present,None,None,Present,Present
ENSG00000205643,Present,Present,None,None,Present,None
ENSG00000205653,Present,Present,Present,Present,Present,Present
ENSG00000205659,Present,Present,Present,Present,Present,Present
ENSG00000205667,None,Present,Present,None,None,None
ENSG00000205670,None,None,None,None,None,None
ENSG00000205693,Present,Present,Present,Present,Present,Present
ENSG00000205707,None,None,None,None,None,None
ENSG00000205718,Present,None,None,None,None,Present
ENSG00000205726,None,Present,None,None,None,None
ENSG00000205730,None,None,None,Present,None,None
ENSG00000205740,None,None,Present,Present,Present,None
ENSG00000205744,None,None,None,None,None,None
ENSG00000205754,None,None,None,None,None,None
ENSG00000205755,None,Present,Present,Present,Present,Present
ENSG00000205758,Present,Present,Present,Present,Present,Present
ENSG00000205765,None,Present,Present,Present,Present,Present
ENSG00000205775,None,None,None,None,None,None
ENSG00000205777,None,None,None,None,None,None
ENSG00000205784,None,None,None,None,None,None
ENSG00000205791,None,None,None,Present,None,None
ENSG00000205808,None,Present,None,Present,None,Present
ENSG00000205832,Present,Present,Present,Present,Present,Present
ENSG00000205835,None,None,Present,Present,None,None
ENSG00000205838,None,Present,None,Present,Present,Present
ENSG00000205850,None,None,None,Present,None,Present
ENSG00000205853,Present,Present,Present,Present,Present,Present
ENSG00000205856,None,None,None,None,Present,None
ENSG00000205858,Present,Present,Present,Present,Present,Present
ENSG00000205873,None,None,None,None,None,Present
ENSG00000205882,Present,Present,Present,Present,Present,Present
ENSG00000205883,None,None,None,None,None,None
ENSG00000205916,None,None,None,None,None,None
ENSG00000205927,None,Present,None,None,None,None
ENSG00000205929,None,Present,None,None,None,None
ENSG00000205937,None,None,None,None,None,None
ENSG00000205944,None,None,None,None,None,None
ENSG00000205978,Present,Present,Present,Present,Present,Present
ENSG00000205981,Present,Present,None,Present,Present,Present
ENSG00000206013,Present,None,None,None,None,None
ENSG00000206026,None,Present,None,None,None,None
ENSG00000206043,Present,None,Present,Present,None,Present
ENSG00000206044,Present,Present,Present,Present,Present,Present
ENSG00000206047,None,None,None,None,None,None
ENSG00000206052,Present,Present,Present,None,Present,Present
ENSG00000206053,Present,Present,None,Present,Present,None
ENSG00000206073,None,None,None,Present,None,None
ENSG00000206075,Present,Present,Present,Present,Present,Present
ENSG00000206104,None,None,None,None,None,None
ENSG00000206105,Present,Present,Present,Present,None,Present
ENSG00000206107,None,Present,None,Present,Present,Present
ENSG00000206127,Present,Present,None,Present,Present,None
ENSG00000206129,Present,Present,Present,Present,Present,Present
ENSG00000206159,None,None,None,Present,None,None
ENSG00000206171,None,None,None,None,None,None
ENSG00000206172,Present,Present,Present,Present,None,Present
ENSG00000206181,Present,Present,Present,Present,Present,Present
ENSG00000206190,Present,Present,Present,Present,Present,Present
ENSG00000206199,Present,Present,Present,Present,Present,None
ENSG00000206260,None,None,None,Present,None,None
ENSG00000206384,None,None,None,Present,None,None
ENSG00000206418,Present,Present,Present,Present,Present,Present
ENSG00000206422,None,None,None,Present,None,Present
ENSG00000206432,Present,Present,Present,Present,None,Present
ENSG00000206474,Present,Present,Present,Present,None,Present
ENSG00000206527,Present,Present,None,None,Present,Present
ENSG00000206532,Present,Present,Present,Present,Present,Present
ENSG00000206535,Present,None,None,None,None,None
ENSG00000206549,Present,Present,Present,Present,None,Present
ENSG00000206557,Present,Present,Present,Present,Present,Present
ENSG00000206559,Present,Present,None,Present,Present,None
ENSG00000206561,Present,Present,Present,Present,Present,Present
ENSG00000206562,Present,Present,Present,Present,Present,Present
ENSG00000206579,Present,Present,Present,Present,Present,Present
ENSG00000211448,None,None,None,None,None,None
ENSG00000211450,None,None,None,None,None,None
ENSG00000211455,None,None,None,None,None,None
ENSG00000211456,Present,Present,Present,Present,Present,Present
ENSG00000212122,None,None,None,None,None,None
ENSG00000212123,None,None,None,None,None,None
ENSG00000212643,None,None,None,None,None,None
ENSG00000212659,Present,None,None,None,None,None
ENSG00000212710,None,Present,Present,Present,None,Present
ENSG00000212712,Present,Present,Present,Present,Present,Present
ENSG00000212719,Present,Present,Present,Present,Present,Present
ENSG00000212734,None,None,Present,None,None,None
ENSG00000212743,None,None,None,None,None,None
ENSG00000212747,None,Present,Present,Present,Present,Present
ENSG00000212864,None,Present,Present,Present,Present,Present
ENSG00000212884,Present,Present,Present,Present,Present,Present
ENSG00000212899,None,None,None,None,None,None
ENSG00000212900,None,None,None,None,None,None
ENSG00000212916,Present,Present,Present,Present,Present,Present
ENSG00000212950,Present,Present,Present,Present,Present,Present
ENSG00000212999,Present,Present,Present,Present,Present,Present
ENSG00000213015,Present,Present,Present,Present,Present,Present
ENSG00000213022,None,None,None,None,None,None
ENSG00000213024,Present,Present,Present,Present,Present,None
ENSG00000213030,Present,None,None,Present,None,Present
ENSG00000213047,Present,Present,Present,Present,Present,Present
ENSG00000213057,Present,Present,None,Present,Present,Present
ENSG00000213064,Present,None,None,None,Present,Present
ENSG00000213079,Present,Present,Present,Present,Present,Present
ENSG00000213085,None,None,None,None,None,None
ENSG00000213088,None,Present,None,None,None,None
ENSG00000213123,Present,Present,Present,Present,Present,Present
ENSG00000213139,None,None,None,None,None,None
ENSG00000213145,None,None,None,None,None,None
ENSG00000213160,None,None,None,None,None,Present
ENSG00000213185,Present,Present,Present,Present,Present,Present
ENSG00000213186,Present,Present,Present,Present,Present,Present
ENSG00000213190,Present,Present,None,Present,Present,Present
ENSG00000213199,None,None,None,None,Present,None
ENSG00000213203,Present,Present,Present,Present,Present,Present
ENSG00000213204,Present,Present,None,Present,Present,Present
ENSG00000213213,None,None,None,None,None,None
ENSG00000213214,None,Present,Present,Present,Present,None
ENSG00000213218,None,None,None,None,None,None
ENSG00000213231,None,None,None,Present,None,None
ENSG00000213240,Present,Present,Present,Present,None,Present
ENSG00000213265,None,None,None,None,None,None
ENSG00000213281,Present,Present,Present,Present,Present,Present
ENSG00000213337,None,None,None,None,None,None
ENSG00000213339,None,None,None,None,None,None
ENSG00000213341,Present,Present,Present,Present,Present,Present
ENSG00000213366,None,None,None,Present,None,None
ENSG00000213380,Present,Present,Present,Present,Present,Present
ENSG00000213390,Present,Present,Present,Present,Present,Present
ENSG00000213397,None,Present,None,None,None,None
ENSG00000213398,None,None,None,None,None,None
ENSG00000213402,Present,None,None,None,None,None
ENSG00000213413,Present,Present,Present,Present,Present,Present
ENSG00000213420,None,None,None,Present,Present,None
ENSG00000213424,None,Present,None,None,Present,Present
ENSG00000213445,None,Present,None,Present,None,None
ENSG00000213462,None,Present,Present,Present,Present,Present
ENSG00000213463,Present,Present,Present,Present,Present,Present
ENSG00000213465,None,Present,None,Present,Present,Present
ENSG00000213471,Present,Present,Present,Present,Present,Present
ENSG00000213494,Present,Present,Present,Present,Present,None
ENSG00000213512,Present,Present,Present,Present,Present,Present
ENSG00000213523,Present,Present,Present,Present,Present,Present
ENSG00000213533,None,None,None,None,None,None
ENSG00000213551,None,Present,Present,Present,Present,Present
ENSG00000213563,Present,Present,Present,Present,Present,Present
ENSG00000213585,Present,Present,Present,Present,Present,Present
ENSG00000213588,Present,Present,Present,Present,Present,Present
ENSG00000213593,Present,Present,None,Present,Present,Present
ENSG00000213619,Present,Present,Present,Present,Present,Present
ENSG00000213626,Present,Present,Present,Present,Present,Present
ENSG00000213639,Present,Present,None,Present,Present,Present
ENSG00000213648,Present,Present,None,Present,Present,Present
ENSG00000213658,None,None,None,None,None,None
ENSG00000213672,None,None,None,None,None,None
ENSG00000213676,Present,Present,Present,Present,Present,Present
ENSG00000213689,None,None,None,Present,None,None
ENSG00000213699,Present,Present,None,Present,Present,Present
ENSG00000213714,None,None,None,None,None,None
ENSG00000213719,Present,Present,Present,Present,Present,Present
ENSG00000213722,Present,Present,Present,Present,Present,Present
ENSG00000213741,Present,Present,Present,Present,Present,Present
ENSG00000213759,Present,Present,None,Present,None,Present
ENSG00000213760,None,None,None,None,None,None
ENSG00000213762,None,Present,None,None,None,None
ENSG00000213782,Present,Present,None,Present,Present,Present
ENSG00000213809,None,None,None,None,None,None
ENSG00000213828,Present,Present,Present,Present,None,Present
ENSG00000213853,None,Present,None,Present,None,None
ENSG00000213859,Present,Present,Present,Present,Present,Present
ENSG00000213865,Present,Present,Present,Present,Present,Present
ENSG00000213886,Present,None,None,None,None,Present
ENSG00000213889,Present,Present,Present,Present,Present,Present
ENSG00000213892,Present,None,None,None,None,Present
ENSG00000213901,None,None,None,None,None,Present
ENSG00000213903,None,None,None,None,None,None
ENSG00000213904,None,None,Present,Present,None,None
ENSG00000213906,Present,Present,Present,Present,Present,Present
ENSG00000213918,None,None,None,None,None,None
ENSG00000213920,Present,Present,None,Present,Present,Present
ENSG00000213921,Present,Present,Present,Present,Present,Present
ENSG00000213922,None,None,None,None,None,None
ENSG00000213923,None,Present,None,Present,Present,None
ENSG00000213927,Present,Present,Present,Present,Present,Present
ENSG00000213928,None,Present,None,None,None,None
ENSG00000213930,Present,Present,Present,Present,Present,Present
ENSG00000213931,Present,Present,Present,Present,Present,Present
ENSG00000213934,Present,Present,Present,Present,Present,Present
ENSG00000213937,Present,Present,Present,Present,Present,Present
ENSG00000213949,Present,Present,Present,Present,Present,Present
ENSG00000213971,Present,Present,Present,Present,Present,Present
ENSG00000213983,Present,Present,Present,Present,Present,Present
ENSG00000213988,None,Present,None,None,Present,None
ENSG00000213993,Present,Present,Present,Present,Present,Present
ENSG00000213995,Present,Present,Present,Present,Present,Present
ENSG00000213999,None,None,None,None,None,None
ENSG00000214013,Present,Present,Present,Present,Present,Present
ENSG00000214021,Present,Present,Present,Present,Present,Present
ENSG00000214022,Present,Present,Present,Present,None,Present
ENSG00000214026,Present,Present,Present,Present,Present,Present
ENSG00000214029,Present,Present,None,None,Present,Present
ENSG00000214042,None,None,None,None,None,None
ENSG00000214046,None,Present,None,Present,None,None
ENSG00000214050,None,Present,None,None,None,None
ENSG00000214063,None,Present,None,Present,None,None
ENSG00000214087,Present,Present,Present,Present,Present,None
ENSG00000214102,Present,Present,Present,Present,Present,Present
ENSG00000214106,None,None,None,None,None,None
ENSG00000214107,None,Present,Present,None,None,None
ENSG00000214113,Present,Present,Present,Present,None,Present
ENSG00000214114,None,None,None,None,None,Present
ENSG00000214117,Present,Present,Present,Present,Present,Present
ENSG00000214128,Present,Present,None,Present,None,Present
ENSG00000214160,Present,None,None,None,None,None
ENSG00000214188,None,None,None,None,None,None
ENSG00000214193,None,Present,Present,Present,Present,Present
ENSG00000214212,None,Present,None,Present,Present,Present
ENSG00000214215,None,None,None,None,None,None
ENSG00000214216,None,None,Present,Present,Present,None
ENSG00000214226,None,None,None,None,None,None
ENSG00000214253,Present,Present,Present,Present,Present,Present
ENSG00000214274,Present,Present,None,Present,Present,None
ENSG00000214279,None,None,Present,None,None,None
ENSG00000214285,None,Present,None,Present,None,None
ENSG00000214290,None,None,None,None,None,None
ENSG00000214300,None,None,Present,None,None,Present
ENSG00000214324,Present,Present,Present,Present,Present,Present
ENSG00000214325,Present,Present,Present,Present,Present,None
ENSG00000214338,Present,Present,Present,Present,Present,Present
ENSG00000214357,Present,Present,Present,Present,Present,Present
ENSG00000214367,Present,Present,Present,Present,Present,Present
ENSG00000214376,None,None,None,None,None,None
ENSG00000214435,Present,Present,Present,Present,Present,Present
ENSG00000214447,None,None,None,None,None,None
ENSG00000214510,None,Present,Present,Present,None,Present
ENSG00000214511,None,None,None,None,None,None
ENSG00000214513,None,None,None,None,None,None
ENSG00000214517,None,Present,None,Present,None,None
ENSG00000214530,None,None,None,None,None,None
ENSG00000214546,None,None,Present,None,None,None
ENSG00000214556,Present,Present,Present,Present,Present,Present
ENSG00000214575,Present,None,None,Present,None,None
ENSG00000214597,None,Present,Present,Present,Present,Present
ENSG00000214642,None,None,None,None,None,None
ENSG00000214643,Present,Present,Present,Present,Present,Present
ENSG00000214645,Present,Present,Present,Present,Present,Present
ENSG00000214655,Present,Present,Present,Present,Present,Present
ENSG00000214670,None,None,None,None,None,None
ENSG00000214681,None,None,None,None,None,None
ENSG00000214694,None,None,None,None,Present,None
ENSG00000214700,None,None,None,None,None,None
ENSG00000214706,None,None,None,None,None,None
ENSG00000214708,None,None,None,Present,None,Present
ENSG00000214711,Present,Present,None,Present,None,Present
ENSG00000214717,Present,Present,Present,Present,Present,Present
ENSG00000214732,Present,Present,Present,Present,Present,None
ENSG00000214736,Present,Present,Present,Present,Present,Present
ENSG00000214753,None,None,None,None,None,None
ENSG00000214756,Present,None,None,None,Present,Present
ENSG00000214773,Present,Present,Present,Present,Present,Present
ENSG00000214780,Present,None,None,Present,Present,None
ENSG00000214782,Present,None,None,None,None,Present
ENSG00000214787,None,None,None,None,None,None
ENSG00000214788,Present,Present,Present,Present,Present,Present
ENSG00000214814,None,None,None,Present,None,None
ENSG00000214842,Present,Present,Present,Present,Present,Present
ENSG00000214860,None,None,None,None,None,None
ENSG00000214866,Present,Present,Present,Present,Present,Present
ENSG00000214872,Present,Present,Present,Present,Present,Present
ENSG00000214891,Present,Present,Present,Present,Present,Present
ENSG00000214899,None,None,None,None,None,None
ENSG00000214900,None,None,None,Present,None,None
ENSG00000214929,Present,Present,None,Present,Present,Present
ENSG00000214934,Present,Present,Present,Present,Present,Present
ENSG00000214941,None,None,None,None,None,None
ENSG00000214944,None,Present,None,Present,Present,None
ENSG00000214946,Present,Present,None,Present,Present,Present
ENSG00000214954,Present,Present,Present,Present,Present,Present
ENSG00000214960,Present,Present,Present,Present,Present,Present
ENSG00000214999,None,None,None,None,None,None
ENSG00000215009,Present,Present,Present,Present,Present,Present
ENSG00000215012,Present,Present,Present,Present,Present,Present
ENSG00000215014,None,Present,None,Present,Present,Present
ENSG00000215019,Present,Present,Present,Present,Present,Present
ENSG00000215021,Present,Present,Present,Present,Present,Present
ENSG00000215029,None,None,None,None,None,None
ENSG00000215041,Present,Present,None,Present,Present,Present
ENSG00000215045,None,None,None,Present,None,None
ENSG00000215046,None,None,None,None,None,None
ENSG00000215067,Present,Present,Present,Present,Present,Present
ENSG00000215114,None,None,None,None,None,None
ENSG00000215126,Present,Present,None,Present,Present,Present
ENSG00000215182,None,None,None,None,None,None
ENSG00000215183,Present,Present,Present,Present,Present,Present
ENSG00000215186,Present,None,None,Present,None,None
ENSG00000215187,None,None,None,None,None,None
ENSG00000215203,Present,Present,None,Present,Present,None
ENSG00000215217,Present,Present,Present,Present,Present,Present
ENSG00000215251,None,Present,None,Present,Present,Present
ENSG00000215269,None,None,None,None,None,None
ENSG00000215271,None,None,None,None,None,None
ENSG00000215274,None,None,None,None,None,None
ENSG00000215277,None,None,None,None,None,None
ENSG00000215301,None,None,None,None,None,None
ENSG00000215305,None,None,Present,Present,Present,None
ENSG00000215375,Present,Present,Present,Present,Present,Present
ENSG00000215405,None,None,None,Present,None,None
ENSG00000215421,Present,Present,Present,Present,Present,Present
ENSG00000215440,Present,Present,Present,Present,Present,Present
ENSG00000215455,Present,Present,Present,Present,Present,Present
ENSG00000215462,None,None,None,Present,None,None
ENSG00000215472,Present,Present,Present,Present,Present,Present
ENSG00000215474,None,None,None,None,None,None
ENSG00000215494,None,None,None,None,None,None
ENSG00000215504,Present,Present,Present,Present,Present,Present
ENSG00000215529,Present,Present,Present,Present,Present,Present
ENSG00000215545,None,None,None,None,None,None
ENSG00000215547,Present,Present,Present,Present,Present,Present
ENSG00000215568,None,None,None,None,None,None
ENSG00000215595,Present,Present,None,Present,Present,Present
ENSG00000215616,Present,Present,Present,None,Present,Present
ENSG00000215621,None,None,None,None,None,None
ENSG00000215635,Present,None,None,None,None,None
ENSG00000215695,Present,Present,Present,Present,Present,Present
ENSG00000215700,Present,Present,None,Present,Present,Present
ENSG00000215704,None,None,None,None,None,None
ENSG00000215712,None,None,None,Present,Present,None
ENSG00000215764,None,Present,Present,Present,Present,None
ENSG00000215784,None,None,None,None,None,None
ENSG00000215811,Present,Present,Present,Present,Present,Present
ENSG00000215845,Present,Present,None,Present,Present,None
ENSG00000215853,None,None,None,None,None,None
ENSG00000215883,Present,None,None,None,Present,None
ENSG00000215897,Present,Present,None,Present,Present,None
ENSG00000215910,None,Present,Present,Present,None,Present
ENSG00000216490,Present,Present,Present,Present,Present,Present
ENSG00000216588,None,None,None,None,None,None
ENSG00000216649,None,None,None,None,None,None
ENSG00000216895,None,None,None,None,None,None
ENSG00000216921,None,Present,None,None,None,None
ENSG00000217128,Present,Present,Present,Present,Present,Present
ENSG00000217340,None,None,None,None,None,None
ENSG00000217442,Present,None,None,Present,None,None
ENSG00000217455,None,None,None,Present,None,None
ENSG00000217792,None,Present,Present,Present,Present,None
ENSG00000218328,Present,Present,Present,Present,Present,Present
ENSG00000218336,None,None,None,None,None,None
ENSG00000218416,Present,Present,Present,Present,Present,Present
ENSG00000218497,Present,Present,Present,Present,Present,Present
ENSG00000218537,None,None,None,None,None,None
ENSG00000218672,None,Present,None,Present,Present,None
ENSG00000218823,Present,Present,Present,Present,None,Present
ENSG00000219073,None,None,None,None,None,None
ENSG00000219159,Present,Present,Present,Present,Present,Present
ENSG00000219200,Present,Present,None,Present,Present,Present
ENSG00000219410,None,None,None,None,None,None
ENSG00000219435,Present,Present,Present,Present,Present,Present
ENSG00000219438,None,Present,Present,None,Present,None
ENSG00000219545,Present,Present,Present,Present,Present,Present
ENSG00000219626,None,None,None,None,None,None
ENSG00000219665,Present,Present,None,Present,Present,Present
ENSG00000220023,Present,Present,Present,Present,Present,Present
ENSG00000220201,Present,Present,Present,Present,Present,Present
ENSG00000220903,Present,Present,Present,Present,Present,Present
ENSG00000221813,Present,Present,Present,Present,Present,Present
ENSG00000221818,None,None,Present,None,None,None
ENSG00000221819,None,None,None,None,None,None
ENSG00000221821,Present,Present,Present,Present,Present,Present
ENSG00000221823,Present,Present,Present,Present,Present,Present
ENSG00000221826,None,Present,None,None,Present,None
ENSG00000221829,Present,Present,None,Present,Present,Present
ENSG00000221843,Present,Present,None,Present,Present,Present
ENSG00000221845,Present,Present,Present,Present,Present,Present
ENSG00000221857,Present,Present,Present,Present,Present,Present
ENSG00000221866,None,Present,None,Present,Present,Present
ENSG00000221870,None,None,Present,Present,None,None
ENSG00000221874,None,None,None,None,None,Present
ENSG00000221886,Present,Present,Present,Present,Present,Present
ENSG00000221890,None,None,None,None,None,None
ENSG00000221900,Present,Present,None,None,Present,Present
ENSG00000221909,Present,Present,Present,None,Present,Present
ENSG00000221914,Present,Present,Present,Present,None,Present
ENSG00000221926,Present,Present,Present,Present,Present,Present
ENSG00000221944,None,Present,Present,Present,Present,Present
ENSG00000221946,None,None,None,None,Present,None
ENSG00000221947,None,None,None,None,None,None
ENSG00000221953,None,Present,Present,None,Present,None
ENSG00000221955,Present,Present,Present,Present,None,Present
ENSG00000221962,None,None,None,None,None,None
ENSG00000221963,Present,Present,Present,Present,Present,Present
ENSG00000221968,None,None,None,Present,Present,None
ENSG00000221972,None,None,None,None,None,None
ENSG00000221978,None,Present,Present,Present,Present,Present
ENSG00000221983,Present,Present,Present,Present,Present,Present
ENSG00000221986,None,None,None,Present,Present,None
ENSG00000221988,None,None,None,None,None,Present
ENSG00000221990,Present,Present,Present,Present,Present,Present
ENSG00000221995,None,Present,None,None,None,None
ENSG00000222000,Present,Present,Present,Present,Present,Present
ENSG00000222001,None,None,None,None,None,None
ENSG00000222007,None,None,None,None,None,None
ENSG00000222009,None,None,None,None,None,None
ENSG00000222011,Present,Present,None,Present,Present,None
ENSG00000222012,None,None,None,None,None,None
ENSG00000222018,Present,None,None,Present,None,None
ENSG00000222022,None,None,None,None,None,None
ENSG00000222036,Present,Present,Present,Present,Present,Present
ENSG00000222038,Present,Present,Present,Present,Present,Present
ENSG00000222046,None,None,None,None,None,None
ENSG00000222047,None,None,None,None,None,None
ENSG00000223443,None,None,None,None,None,None
ENSG00000223474,None,None,None,Present,None,None
ENSG00000223501,Present,Present,Present,Present,Present,Present
ENSG00000223519,None,None,None,None,None,None
ENSG00000223524,Present,Present,Present,Present,None,None
ENSG00000223547,Present,Present,Present,Present,Present,Present
ENSG00000223569,None,None,None,None,None,None
ENSG00000223572,None,None,None,None,None,None
ENSG00000223609,None,Present,Present,Present,Present,None
ENSG00000223638,Present,Present,Present,Present,Present,Present
ENSG00000223802,None,None,None,None,None,None
ENSG00000223865,None,Present,Present,None,None,None
ENSG00000223953,None,None,None,Present,None,None
ENSG00000224089,None,Present,None,Present,None,None
ENSG00000224113,Present,Present,Present,Present,Present,Present
ENSG00000224130,Present,Present,Present,Present,Present,Present
ENSG00000224153,None,None,None,None,None,None
ENSG00000224201,Present,Present,Present,Present,Present,None
ENSG00000224226,None,Present,None,Present,None,None
ENSG00000224236,Present,Present,Present,Present,Present,Present
ENSG00000224383,Present,Present,None,Present,Present,Present
ENSG00000224389,Present,Present,None,Present,Present,Present
ENSG00000224453,None,Present,None,None,Present,None
ENSG00000224659,None,None,None,None,None,None
ENSG00000224838,Present,Present,Present,Present,Present,Present
ENSG00000224902,None,None,None,None,None,None
ENSG00000224940,Present,Present,None,Present,Present,Present
ENSG00000224975,Present,Present,Present,Present,Present,Present
ENSG00000224982,Present,Present,Present,Present,Present,Present
ENSG00000225190,Present,Present,Present,Present,Present,Present
ENSG00000225362,None,None,None,Present,Present,None
ENSG00000225373,None,None,None,None,None,None
ENSG00000225399,Present,Present,Present,Present,Present,Present
ENSG00000225485,Present,Present,Present,Present,Present,Present
ENSG00000225663,Present,None,None,None,None,Present
ENSG00000225683,None,None,None,None,None,None
ENSG00000225697,Present,None,None,None,None,Present
ENSG00000225899,Present,Present,Present,Present,Present,Present
ENSG00000225921,Present,Present,Present,Present,None,Present
ENSG00000225932,Present,Present,Present,Present,Present,Present
ENSG00000225940,None,None,None,None,None,None
ENSG00000226023,None,Present,None,Present,None,None
ENSG00000226288,None,None,None,None,None,None
ENSG00000226321,None,None,None,None,None,None
ENSG00000226372,None,Present,Present,Present,Present,Present
ENSG00000226479,Present,None,None,None,None,Present
ENSG00000226593,None,None,None,None,None,None
ENSG00000226600,None,Present,None,Present,None,None
ENSG00000226650,Present,Present,Present,Present,Present,Present
ENSG00000226685,None,Present,None,Present,None,None
ENSG00000226742,Present,Present,Present,None,Present,Present
ENSG00000226746,None,None,None,None,None,None
ENSG00000226757,None,None,None,Present,None,Present
ENSG00000226763,Present,Present,Present,Present,Present,Present
ENSG00000226784,None,Present,None,Present,None,None
ENSG00000226800,Present,Present,Present,Present,Present,Present
ENSG00000226887,None,None,None,None,None,None
ENSG00000226907,Present,Present,Present,Present,Present,Present
ENSG00000226929,None,Present,None,Present,None,None
ENSG00000226941,None,None,None,None,None,None
ENSG00000226979,None,Present,Present,Present,Present,Present
ENSG00000227051,Present,None,None,None,None,None
ENSG00000227057,Present,Present,Present,Present,Present,Present
ENSG00000227115,Present,Present,Present,Present,Present,Present
ENSG00000227124,Present,Present,Present,Present,Present,Present
ENSG00000227140,None,None,None,None,None,None
ENSG00000227234,None,None,Present,Present,None,None
ENSG00000227345,Present,None,Present,None,None,Present
ENSG00000227471,Present,Present,Present,Present,Present,Present
ENSG00000227488,None,None,None,None,None,None
ENSG00000227500,None,None,None,None,None,Present
ENSG00000227507,None,None,None,Present,Present,None
ENSG00000227551,None,None,None,None,None,None
ENSG00000227839,Present,None,None,None,None,None
ENSG00000227975,Present,Present,None,Present,None,None
ENSG00000228032,Present,Present,Present,None,Present,Present
ENSG00000228049,Present,Present,Present,None,None,Present
ENSG00000228083,None,None,None,None,None,None
ENSG00000228120,None,Present,Present,Present,None,Present
ENSG00000228157,Present,Present,Present,Present,Present,Present
ENSG00000228253,Present,Present,Present,Present,Present,Present
ENSG00000228259,None,None,None,None,None,None
ENSG00000228273,Present,Present,Present,Present,Present,Present
ENSG00000228278,Present,Present,Present,Present,Present,Present
ENSG00000228300,Present,Present,Present,Present,Present,Present
ENSG00000228325,None,None,None,None,None,None
ENSG00000228517,None,Present,None,Present,None,None
ENSG00000228532,Present,Present,Present,None,Present,Present
ENSG00000228567,Present,Present,Present,Present,None,None
ENSG00000228607,None,None,None,None,None,None
ENSG00000228672,None,None,None,None,None,None
ENSG00000228696,Present,Present,Present,Present,Present,Present
ENSG00000228716,Present,Present,None,Present,None,Present
ENSG00000228768,None,None,None,None,None,None
ENSG00000228836,Present,Present,Present,Present,Present,Present
ENSG00000228856,None,None,None,None,None,None
ENSG00000228927,None,None,None,None,None,None
ENSG00000229086,None,Present,None,Present,Present,None
ENSG00000229117,Present,Present,Present,Present,Present,Present
ENSG00000229183,None,None,None,None,None,None
ENSG00000229292,Present,Present,Present,Present,Present,Present
ENSG00000229314,Present,Present,Present,Present,Present,Present
ENSG00000229453,None,None,None,None,None,None
ENSG00000229544,None,None,None,None,Present,None
ENSG00000229549,None,None,None,None,None,None
ENSG00000229579,None,None,None,None,None,None
ENSG00000229644,Present,Present,None,None,Present,Present
ENSG00000229689,None,None,None,None,None,None
ENSG00000229729,None,None,None,None,None,None
ENSG00000229809,None,None,None,None,None,None
ENSG00000229859,None,None,None,None,None,None
ENSG00000229924,Present,Present,Present,Present,Present,Present
ENSG00000229974,None,None,None,None,None,None
ENSG00000230031,Present,Present,Present,Present,Present,Present
ENSG00000230055,Present,Present,Present,Present,Present,Present
ENSG00000230178,None,None,None,None,None,None
ENSG00000230185,None,None,None,None,None,Present
ENSG00000230347,None,Present,None,Present,None,None
ENSG00000230430,None,None,None,None,None,None
ENSG00000230453,Present,Present,None,Present,Present,Present
ENSG00000230493,Present,Present,Present,Present,Present,Present
ENSG00000230522,Present,None,None,None,None,Present
ENSG00000230567,Present,Present,None,Present,Present,Present
ENSG00000230594,None,Present,None,Present,None,None
ENSG00000230797,None,None,None,None,None,None
ENSG00000230989,None,Present,None,None,Present,None
ENSG00000231031,Present,Present,Present,Present,None,Present
ENSG00000231051,None,None,None,None,None,None
ENSG00000231068,None,Present,None,Present,Present,Present
ENSG00000231213,Present,Present,Present,Present,Present,Present
ENSG00000231256,Present,Present,Present,Present,Present,Present
ENSG00000231389,None,None,None,None,None,None
ENSG00000231396,None,None,None,None,None,None
ENSG00000231421,None,None,None,Present,None,None
ENSG00000231500,Present,Present,Present,Present,Present,Present
ENSG00000231637,None,None,None,None,None,None
ENSG00000231824,None,None,None,None,None,None
ENSG00000231850,None,None,None,None,None,None
ENSG00000231852,None,None,None,None,None,None
ENSG00000231880,Present,Present,Present,Present,Present,Present
ENSG00000231924,None,Present,None,None,Present,None
ENSG00000231925,Present,Present,Present,Present,Present,Present
ENSG00000231997,None,None,None,None,None,None
ENSG00000232013,Present,Present,Present,Present,Present,Present
ENSG00000232040,Present,Present,Present,Present,Present,Present
ENSG00000232070,None,None,Present,Present,None,Present
ENSG00000232112,None,None,None,None,None,None
ENSG00000232119,None,None,None,None,None,None
ENSG00000232258,Present,None,None,None,None,None
ENSG00000232263,None,None,None,None,None,None
ENSG00000232264,None,None,None,None,None,None
ENSG00000232317,None,Present,None,None,Present,Present
ENSG00000232399,None,None,None,None,None,None
ENSG00000232417,Present,Present,Present,Present,Present,Present
ENSG00000232434,Present,Present,None,None,Present,None
ENSG00000232478,Present,Present,Present,Present,Present,Present
ENSG00000232560,Present,Present,None,Present,Present,Present
ENSG00000232637,Present,Present,Present,Present,Present,Present
ENSG00000232653,Present,Present,None,Present,Present,None
ENSG00000232671,Present,Present,Present,Present,Present,Present
