"","Gene","Tissue","Cell.type","Level","Expression.type","Reliability","Canc.Level.50","Canc.Level.75","Canc.Level.90","Canc.Level.100"
"812371","ENSG00000165646","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"812447","ENSG00000165650","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"812528","ENSG00000165655","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"812609","ENSG00000165659","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"812689","ENSG00000165660","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"812768","ENSG00000165661","liver","hepatocytes","Not detected","APE","Supportive","Present","Present","Present",NA
"812850","ENSG00000165669","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"812927","ENSG00000165672","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"813005","ENSG00000165675","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"813083","ENSG00000165678","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"813162","ENSG00000165684","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"813240","ENSG00000165685","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"813323","ENSG00000165688","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"813403","ENSG00000165689","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"813484","ENSG00000165694","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"813561","ENSG00000165695","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"813635","ENSG00000165698","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"813712","ENSG00000165699","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"813792","ENSG00000165702","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"813868","ENSG00000165704","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"813949","ENSG00000165714","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"814028","ENSG00000165716","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"814105","ENSG00000165724","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"814186","ENSG00000165730","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"814264","ENSG00000165731","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"814346","ENSG00000165732","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"814426","ENSG00000165733","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"814505","ENSG00000165752","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"814586","ENSG00000165757","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"814666","ENSG00000165775","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"814745","ENSG00000165782","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"814824","ENSG00000165792","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"814903","ENSG00000165794","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"814983","ENSG00000165795","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"815064","ENSG00000165799","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"815145","ENSG00000165801","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"815222","ENSG00000165802","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"815296","ENSG00000165804","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"815376","ENSG00000165805","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"815454","ENSG00000165806","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"815535","ENSG00000165807","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"815613","ENSG00000165810","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"815693","ENSG00000165813","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"815775","ENSG00000165816","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"815854","ENSG00000165819","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"815932","ENSG00000165821","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"816012","ENSG00000165828","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"816095","ENSG00000165832","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"816175","ENSG00000165837","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"816255","ENSG00000165841","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"816333","ENSG00000165861","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"816412","ENSG00000165863","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"816492","ENSG00000165868","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"816571","ENSG00000165879","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"816648","ENSG00000165886","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"816728","ENSG00000165887","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"816810","ENSG00000165895","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"816889","ENSG00000165898","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"816970","ENSG00000165899","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"817050","ENSG00000165905","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"817130","ENSG00000165912","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"817207","ENSG00000165914","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"817286","ENSG00000165915","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"817364","ENSG00000165916","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"817442","ENSG00000165917","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"817519","ENSG00000165923","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"817596","ENSG00000165929","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"817676","ENSG00000165934","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"817755","ENSG00000165935","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"817834","ENSG00000165943","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"817913","ENSG00000165949","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"817994","ENSG00000165959","liver","hepatocytes","Not detected","APE","Supportive","Present",NA,NA,NA
"818071","ENSG00000165966","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"818148","ENSG00000165970","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"818227","ENSG00000165972","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"818307","ENSG00000165973","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"818386","ENSG00000165983","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"818468","ENSG00000165995","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"818546","ENSG00000165996","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"818624","ENSG00000165997","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"818703","ENSG00000166002","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"818782","ENSG00000166004","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"818863","ENSG00000166006","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present","Present","Present"
"818945","ENSG00000166012","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"819028","ENSG00000166016","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"819109","ENSG00000166024","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"819187","ENSG00000166025","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"819261","ENSG00000166033","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"819341","ENSG00000166035","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"819422","ENSG00000166037","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"819502","ENSG00000166046","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"819580","ENSG00000166049","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"819661","ENSG00000166068","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"819742","ENSG00000166069","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"819822","ENSG00000166073","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"819901","ENSG00000166086","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"819980","ENSG00000166090","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"820060","ENSG00000166091","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"820140","ENSG00000166105","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"820221","ENSG00000166106","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"820301","ENSG00000166111","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"820379","ENSG00000166118","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"820461","ENSG00000166123","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"820539","ENSG00000166126","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"820617","ENSG00000166130","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"820697","ENSG00000166133","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"820776","ENSG00000166135","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"820854","ENSG00000166136","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"820936","ENSG00000166140","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"821015","ENSG00000166143","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"821094","ENSG00000166145","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"821174","ENSG00000166147","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"821256","ENSG00000166152","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"821335","ENSG00000166153","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"821414","ENSG00000166157","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"821496","ENSG00000166159","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"821575","ENSG00000166164","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"821654","ENSG00000166165","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
