GENES,Patient 2177,Patient 2280,Patient 2556,Patient 2766,Patient 3196,Patient 3477
ENSG00000119866,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000119888,Negative,Moderate,Negative,Weak,Negative,Negative
ENSG00000119943,Negative,Moderate,Weak,Moderate,Moderate,Moderate
ENSG00000119977,Negative,Negative,Negative,Negative,Weak,Negative
ENSG00000119979,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000120063,Weak,Moderate,Negative,Weak,Weak,Weak
ENSG00000120137,Negative,Moderate,Negative,Negative,Negative,Negative
ENSG00000120159,Weak,Moderate,Moderate,Moderate,Moderate,Weak
ENSG00000120160,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000120162,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000120210,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000120217,Weak,Weak,Weak,Weak,Weak,Weak
ENSG00000120253,Weak,Strong,Weak,Strong,Weak,Weak
ENSG00000120254,Moderate,Strong,Moderate,Strong,Strong,Moderate
ENSG00000120262,Moderate,Moderate,Negative,Moderate,Moderate,Moderate
ENSG00000120278,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000120289,Moderate,Moderate,Moderate,Weak,Moderate,Strong
ENSG00000120324,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000120327,Negative,Weak,Negative,Moderate,Weak,Negative
ENSG00000120328,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000120332,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000120341,Weak,Weak,Negative,Weak,Moderate,Negative
ENSG00000120370,Moderate,Moderate,Moderate,Moderate,Strong,Moderate
ENSG00000120436,Moderate,Moderate,Weak,Moderate,Moderate,Moderate
ENSG00000120437,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000120438,Moderate,Moderate,Strong,Strong,Weak,Moderate
ENSG00000120440,Weak,Moderate,Moderate,Moderate,Moderate,Weak
ENSG00000120533,Negative,Moderate,Negative,Weak,Negative,Negative
ENSG00000120586,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000120658,Negative,Moderate,Weak,Moderate,Moderate,Moderate
ENSG00000120669,Moderate,Strong,Moderate,Moderate,Moderate,Negative
ENSG00000120685,Moderate,Moderate,Weak,Moderate,Moderate,Moderate
ENSG00000120694,Negative,Strong,Moderate,Moderate,Weak,Negative
ENSG00000120699,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000120705,Moderate,Weak,Weak,Weak,Weak,Negative
ENSG00000120708,Moderate,Moderate,Weak,Moderate,Negative,Negative
ENSG00000120727,Weak,Strong,Weak,Moderate,Strong,Negative
ENSG00000120738,Negative,Moderate,Negative,Negative,Negative,Negative
ENSG00000120784,Moderate,Weak,Weak,Weak,Moderate,Negative
ENSG00000120889,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000120899,Weak,Negative,Negative,Moderate,Weak,Negative
ENSG00000120907,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000120910,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000120915,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000120942,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000121057,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000121101,Moderate,Strong,Weak,Moderate,Negative,Negative
ENSG00000121270,Strong,Strong,Moderate,Moderate,Strong,Moderate
ENSG00000121274,Weak,Moderate,Moderate,Moderate,Weak,Weak
ENSG00000121350,Moderate,Moderate,Negative,Moderate,Moderate,Moderate
ENSG00000121361,Moderate,Moderate,Weak,Weak,Weak,Weak
ENSG00000121413,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000121481,Moderate,Strong,Strong,Strong,Weak,Strong
ENSG00000121486,Negative,Negative,Negative,Negative,Weak,Negative
ENSG00000121552,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000121570,Moderate,Moderate,Moderate,Weak,Negative,Moderate
ENSG00000121577,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000121716,Moderate,Moderate,Negative,Moderate,Moderate,Moderate
ENSG00000121741,Moderate,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000121749,Negative,Moderate,Strong,Weak,Negative,Moderate
ENSG00000121848,Moderate,Strong,Moderate,Strong,Strong,Moderate
ENSG00000121851,Strong,Moderate,Moderate,Moderate,Weak,Strong
ENSG00000121871,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000121895,Weak,Moderate,Weak,Weak,Weak,Weak
ENSG00000121897,Negative,Weak,Negative,Negative,Moderate,Negative
ENSG00000121903,Strong,Strong,Weak,Weak,Moderate,Strong
ENSG00000121933,Moderate,Strong,Moderate,Moderate,Strong,Moderate
ENSG00000121957,Moderate,Strong,Strong,Moderate,Strong,Moderate
ENSG00000122085,Negative,Negative,Negative,Moderate,Negative,Negative
ENSG00000122133,Negative,Weak,Negative,Weak,Negative,Negative
ENSG00000122194,Weak,Weak,Negative,Negative,Negative,Negative
ENSG00000122218,Moderate,Moderate,Moderate,Moderate,Moderate,Weak
ENSG00000122257,Negative,Moderate,Negative,Weak,Moderate,Weak
ENSG00000122335,Moderate,Strong,Moderate,Moderate,Moderate,Strong
ENSG00000122359,Weak,Weak,Moderate,Moderate,Moderate,Moderate
ENSG00000122378,Moderate,Moderate,Moderate,Strong,Weak,Negative
ENSG00000122417,Moderate,Moderate,Strong,Strong,Moderate,Strong
ENSG00000122435,Negative,Moderate,Negative,Moderate,Weak,Weak
ENSG00000122477,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000122483,Weak,Strong,Negative,Strong,Moderate,Negative
ENSG00000122545,Negative,Negative,Negative,Negative,Weak,Negative
ENSG00000122548,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000122550,Moderate,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000122643,Negative,Moderate,Negative,Weak,Moderate,Moderate
ENSG00000122694,Moderate,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000122729,Strong,Strong,Moderate,Moderate,Strong,Moderate
ENSG00000122733,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000122735,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000122741,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000122778,Moderate,Moderate,Weak,Weak,Weak,Weak
ENSG00000122783,Moderate,Moderate,Weak,Moderate,Strong,Strong
ENSG00000122884,Moderate,Strong,Moderate,Weak,Moderate,Weak
ENSG00000122952,Strong,Strong,Negative,Strong,Strong,Weak
ENSG00000122966,Negative,Moderate,Negative,Negative,Negative,Negative
ENSG00000122970,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000122971,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000123064,Negative,Negative,Weak,Negative,Negative,Negative
ENSG00000123080,Moderate,Strong,Moderate,Strong,Strong,Moderate
ENSG00000123119,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000123131,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000123178,Moderate,Strong,Weak,Moderate,Moderate,Moderate
ENSG00000123213,Moderate,Moderate,Moderate,Moderate,Strong,Strong
ENSG00000123240,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000123307,Moderate,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000123384,Moderate,Moderate,Moderate,Moderate,Strong,Moderate
ENSG00000123416,Moderate,Moderate,Negative,Moderate,Negative,Moderate
ENSG00000123427,Moderate,Strong,Weak,Strong,Moderate,Moderate
ENSG00000123444,Moderate,Moderate,Moderate,Moderate,Moderate,Weak
ENSG00000123505,Negative,Moderate,Negative,Negative,Negative,Negative
ENSG00000123552,Moderate,Moderate,Negative,Moderate,Weak,Weak
ENSG00000123594,Weak,Moderate,Negative,Negative,Moderate,Negative
ENSG00000123607,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000123610,Weak,Weak,Moderate,Moderate,Negative,Weak
ENSG00000123636,Strong,Moderate,Negative,Moderate,Negative,Negative
ENSG00000123643,Strong,Moderate,Moderate,Moderate,Strong,Moderate
ENSG00000123700,Moderate,Strong,Weak,Moderate,Moderate,Weak
ENSG00000123737,Negative,Moderate,Strong,Strong,Moderate,Weak
ENSG00000123815,Strong,Moderate,Weak,Moderate,Moderate,Strong
ENSG00000123901,Negative,Weak,Negative,Weak,Weak,Negative
ENSG00000123908,Moderate,Strong,Strong,Strong,Moderate,Moderate
ENSG00000123989,Weak,Negative,Moderate,Negative,Weak,Negative
ENSG00000123999,Weak,Negative,Negative,Negative,Negative,Moderate
ENSG00000124006,Weak,Moderate,Strong,Moderate,Moderate,Weak
ENSG00000124107,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000124151,Strong,Moderate,Strong,Moderate,Moderate,Negative
ENSG00000124193,Strong,Strong,Strong,Strong,Strong,Negative
ENSG00000124198,Moderate,Moderate,Moderate,Moderate,Moderate,Weak
ENSG00000124212,Strong,Strong,Moderate,Strong,Moderate,Weak
ENSG00000124226,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000124243,Moderate,Strong,Weak,Moderate,Moderate,Moderate
ENSG00000124275,Weak,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000124343,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000124357,Negative,Negative,Negative,Weak,Negative,Negative
ENSG00000124370,Weak,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000124374,Negative,Weak,Negative,Weak,Weak,Negative
ENSG00000124380,Weak,Weak,Negative,Moderate,Weak,Weak
ENSG00000124383,Negative,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000124490,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000124507,Negative,Weak,Negative,Negative,Weak,Negative
ENSG00000124535,Negative,Moderate,Negative,Weak,Moderate,Negative
ENSG00000124571,Weak,Strong,Moderate,Strong,Moderate,Moderate
ENSG00000124588,Moderate,Weak,Moderate,Moderate,Moderate,Weak
ENSG00000124593,Weak,Weak,Weak,Weak,Weak,Negative
ENSG00000124596,Negative,Weak,Negative,Weak,Negative,Weak
ENSG00000124608,Weak,Moderate,Moderate,Weak,Moderate,Weak
ENSG00000124659,Moderate,Moderate,Moderate,Weak,Negative,Weak
ENSG00000124693,Strong,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000124701,Negative,Moderate,Negative,Negative,Negative,Negative
ENSG00000124702,Weak,Weak,Weak,Moderate,Negative,Weak
ENSG00000124713,Moderate,Moderate,Moderate,Moderate,Strong,Moderate
ENSG00000124721,Moderate,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000124733,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000124749,Strong,Strong,Moderate,Strong,Moderate,Moderate
ENSG00000124766,Moderate,Weak,Negative,Moderate,Weak,Weak
ENSG00000124767,Strong,Weak,Weak,Strong,Weak,Strong
ENSG00000124772,Negative,Moderate,Negative,Negative,Moderate,Negative
ENSG00000124789,Weak,Moderate,Moderate,Moderate,Strong,Strong
ENSG00000124802,Weak,Moderate,Moderate,Strong,Weak,Moderate
ENSG00000124813,Negative,Weak,Negative,Negative,Weak,Weak
ENSG00000124920,Weak,Moderate,Negative,Moderate,Negative,Negative
ENSG00000124935,Moderate,Moderate,Moderate,Moderate,Negative,Moderate
ENSG00000124939,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000124942,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000125037,Negative,Moderate,Negative,Moderate,Negative,Negative
ENSG00000125249,Moderate,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000125319,Strong,Strong,Moderate,Strong,Strong,Moderate
ENSG00000125356,Strong,Moderate,Moderate,Strong,Negative,Strong
ENSG00000125388,Negative,Moderate,Negative,Weak,Negative,Negative
ENSG00000125398,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000125445,Strong,Strong,Moderate,Moderate,Strong,Weak
ENSG00000125447,Moderate,Moderate,Negative,Moderate,Weak,Moderate
ENSG00000125458,Weak,Moderate,Moderate,Moderate,Weak,Weak
ENSG00000125462,Moderate,Strong,Strong,Strong,Strong,Moderate
ENSG00000125482,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000125531,Moderate,Moderate,Negative,Strong,Moderate,Weak
ENSG00000125533,Weak,Moderate,Negative,Weak,Weak,Weak
ENSG00000125618,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000125629,Moderate,Moderate,Weak,Moderate,Moderate,Moderate
ENSG00000125630,Weak,Moderate,Negative,Moderate,Negative,Moderate
ENSG00000125651,Weak,Weak,Weak,Moderate,Negative,Weak
ENSG00000125730,Moderate,Moderate,Moderate,Moderate,Moderate,Negative
ENSG00000125731,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000125735,Weak,Moderate,Weak,Strong,Weak,Moderate
ENSG00000125744,Negative,Strong,Weak,Weak,Strong,Weak
ENSG00000125779,Negative,Moderate,Negative,Negative,Negative,Negative
ENSG00000125814,Moderate,Weak,Strong,Moderate,Weak,Moderate
ENSG00000125826,Weak,Weak,Moderate,Weak,Negative,Negative
ENSG00000125827,Negative,Moderate,Negative,Negative,Negative,Weak
ENSG00000125843,Moderate,Moderate,Negative,Moderate,Moderate,Moderate
ENSG00000125848,Moderate,Moderate,Moderate,Moderate,Weak,Moderate
ENSG00000125864,Moderate,Strong,Negative,Moderate,Weak,Weak
ENSG00000125868,Moderate,Strong,Negative,Moderate,Moderate,Moderate
ENSG00000125869,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000125875,Weak,Moderate,Moderate,Strong,Moderate,Weak
ENSG00000125879,Weak,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000125898,Negative,Negative,Weak,Negative,Negative,Negative
ENSG00000125903,Moderate,Moderate,Moderate,Weak,Moderate,Weak
ENSG00000125944,Strong,Strong,Strong,Strong,Strong,Negative
ENSG00000125968,Weak,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000125977,Moderate,Strong,Moderate,Strong,Moderate,Moderate
ENSG00000125998,Moderate,Moderate,Moderate,Moderate,Moderate,Weak
ENSG00000125999,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000126067,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000126088,Moderate,Moderate,Negative,Moderate,Weak,Weak
ENSG00000126106,Moderate,Moderate,Negative,Moderate,Moderate,Negative
ENSG00000126107,Moderate,Moderate,Weak,Moderate,Moderate,Moderate
ENSG00000126214,Moderate,Weak,Negative,Strong,Weak,Moderate
ENSG00000126216,Weak,Strong,Moderate,Strong,Negative,Weak
ENSG00000126231,Moderate,Moderate,Moderate,Strong,Strong,Moderate
ENSG00000126262,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000126337,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000126351,Negative,Moderate,Weak,Moderate,Negative,Negative
ENSG00000126368,Strong,Strong,Moderate,Strong,Moderate,Strong
ENSG00000126453,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000126458,Negative,Negative,Negative,Moderate,Moderate,Negative
ENSG00000126464,Negative,Negative,Negative,Weak,Moderate,Negative
ENSG00000126500,Moderate,Negative,Weak,Moderate,Negative,Moderate
ENSG00000126524,Weak,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000126545,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000126561,Negative,Negative,Negative,Negative,Moderate,Moderate
ENSG00000126562,Negative,Moderate,Moderate,Strong,Weak,Weak
ENSG00000126581,Negative,Moderate,Weak,Weak,Negative,Weak
ENSG00000126698,Weak,Moderate,Weak,Moderate,Weak,Weak
ENSG00000126705,Moderate,Moderate,Strong,Moderate,Moderate,Moderate
ENSG00000126767,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000126777,Moderate,Strong,Strong,Strong,Strong,Weak
ENSG00000126870,Strong,Moderate,Strong,Strong,Strong,Strong
ENSG00000126882,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000126883,Negative,Weak,Negative,Negative,Negative,Weak
ENSG00000126903,Moderate,Strong,Weak,Moderate,Strong,Moderate
ENSG00000126947,Weak,Negative,Weak,Moderate,Moderate,Weak
ENSG00000127054,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000127081,Negative,Weak,Negative,Weak,Negative,Negative
ENSG00000127084,Moderate,Moderate,Weak,Negative,Moderate,Moderate
ENSG00000127124,Moderate,Moderate,Weak,Moderate,Moderate,Moderate
ENSG00000127125,Weak,Moderate,Moderate,Weak,Moderate,Weak
ENSG00000127129,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000127324,Negative,Negative,Negative,Negative,Moderate,Negative
ENSG00000127334,Strong,Moderate,Weak,Moderate,Moderate,Strong
ENSG00000127399,Weak,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000127415,Moderate,Weak,Moderate,Strong,Strong,Moderate
ENSG00000127418,Weak,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000127423,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000127481,Moderate,Moderate,Negative,Weak,Strong,Moderate
ENSG00000127483,Moderate,Weak,Negative,Moderate,Moderate,Moderate
ENSG00000127527,Weak,Moderate,Weak,Moderate,Weak,Moderate
ENSG00000127578,Negative,Negative,Weak,Moderate,Negative,Negative
ENSG00000127603,Negative,Negative,Negative,Weak,Moderate,Negative
ENSG00000127688,Weak,Weak,Weak,Weak,Weak,Weak
ENSG00000127720,Negative,Strong,Negative,Negative,Negative,Negative
ENSG00000127884,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000127946,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000127951,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000127952,Negative,Weak,Negative,Moderate,Negative,Negative
ENSG00000127980,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000127993,Moderate,Moderate,Moderate,Negative,Weak,Moderate
ENSG00000128039,Negative,Negative,Negative,Weak,Negative,Negative
ENSG00000128040,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000128050,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000128185,Moderate,Moderate,Weak,Moderate,Moderate,Moderate
ENSG00000128191,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000128294,Weak,Moderate,Moderate,Weak,Moderate,Moderate
ENSG00000128340,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000128342,Weak,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000128487,Negative,Moderate,Negative,Weak,Moderate,Weak
ENSG00000128510,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000128524,Weak,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000128534,Negative,Weak,Negative,Negative,Weak,Weak
ENSG00000128567,Weak,Negative,Moderate,Negative,Negative,Negative
ENSG00000128581,Moderate,Strong,Moderate,Strong,Strong,Moderate
ENSG00000128606,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000128607,Negative,Moderate,Negative,Negative,Negative,Weak
ENSG00000128626,Moderate,Moderate,Negative,Weak,Weak,Weak
ENSG00000128654,Moderate,Moderate,Moderate,Strong,Strong,Moderate
ENSG00000128655,Weak,Moderate,Moderate,Strong,Moderate,Weak
ENSG00000128656,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000128694,Strong,Strong,Moderate,Strong,Weak,Moderate
ENSG00000128708,Weak,Moderate,Negative,Moderate,Negative,Negative
ENSG00000128731,Strong,Moderate,Moderate,Moderate,Weak,Moderate
ENSG00000128789,Negative,Moderate,Weak,Moderate,Weak,Weak
ENSG00000128802,Negative,Moderate,Moderate,Negative,Negative,Weak
ENSG00000128833,Negative,Weak,Negative,Moderate,Strong,Negative
ENSG00000128886,Moderate,Strong,Moderate,Negative,Moderate,Negative
ENSG00000128965,Moderate,Moderate,Moderate,Strong,Strong,Strong
ENSG00000129083,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000129103,Moderate,Moderate,Negative,Moderate,Strong,Moderate
ENSG00000129151,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000129158,Weak,Negative,Negative,Moderate,Moderate,Weak
ENSG00000129167,Moderate,Strong,Moderate,Strong,Negative,Negative
ENSG00000129187,Weak,Moderate,Moderate,Moderate,Weak,Moderate
ENSG00000129197,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000129245,Negative,Moderate,Weak,Strong,Negative,Negative
ENSG00000129250,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000129282,Negative,Weak,Negative,Weak,Negative,Weak
ENSG00000129295,Negative,Negative,Negative,Weak,Negative,Negative
ENSG00000129437,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000129451,Weak,Moderate,Negative,Negative,Weak,Negative
ENSG00000129455,Weak,Moderate,Negative,Weak,Weak,Negative
ENSG00000129562,Strong,Strong,Moderate,Strong,Moderate,Strong
ENSG00000129566,Moderate,Moderate,Negative,Weak,Moderate,Weak
ENSG00000129595,Weak,Weak,Weak,Weak,Negative,Weak
ENSG00000129596,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000129636,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000129646,Negative,Weak,Weak,Weak,Negative,Weak
ENSG00000129657,Strong,Strong,Moderate,Strong,Strong,Moderate
ENSG00000129691,Negative,Moderate,Negative,Negative,Negative,Negative
